indice_tiempo;idempresa;cuit;empresa;direccion;localidad;provincia;region;idproducto;producto;idtipohorario;tipohorario;precio;fecha_vigencia;idempresabandera;empresabandera;latitud;longitud;geojson
1/3/2024;7845;30-71133643-1;GEN S.R.L;RUTA NACIONAL 151 KM 126;CATRIEL;RIO NEGRO;PATAGONIA;2;Nafta (súper) entre 92 y 95 Ron;2;Diurno;70200;2/3/2024 00:00;2;YPF;-37,90167;-67,86101;"{""type"":""Point"",""coordinates"":[-67.86101,-37.90167]}"
1/3/2024;7845;30-71133643-1;GEN S.R.L;RUTA NACIONAL 151 KM 126;CATRIEL;RIO NEGRO;PATAGONIA;2;Nafta (súper) entre 92 y 95 Ron;3;Nocturno;70200;2/3/2024 00:00;2;YPF;-37,90167;-67,86101;"{""type"":""Point"",""coordinates"":[-67.86101,-37.90167]}"
1/3/2024;7727;30-70741970-5;GEOGAS SRL;AV.ROQUE SAENZ PEÑA N°890;SAN MIGUEL DE TUCUMAN;TUCUMAN;CUYO;19;Gas Oil Grado 2;2;Diurno;96700;2/3/2024 00:00;2;YPF;-26,844789;-65,19991;"{""type"":""Point"",""coordinates"":[-65.19991,-26.844789]}"
1/3/2024;7727;30-70741970-5;GEOGAS SRL;AV.ROQUE SAENZ PEÑA N°890;SAN MIGUEL DE TUCUMAN;TUCUMAN;CUYO;19;Gas Oil Grado 2;3;Nocturno;96700;2/3/2024 00:00;2;YPF;-26,844789;-65,19991;"{""type"":""Point"",""coordinates"":[-65.19991,-26.844789]}"
1/3/2024;7727;30-70741970-5;GEOGAS SRL;AV.ROQUE SAENZ PEÑA N°890;SAN MIGUEL DE TUCUMAN;TUCUMAN;CUYO;21;Gas Oil Grado 3;2;Diurno;114300;2/3/2024 00:00;2;YPF;-26,844789;-65,19991;"{""type"":""Point"",""coordinates"":[-65.19991,-26.844789]}"
1/3/2024;7727;30-70741970-5;GEOGAS SRL;AV.ROQUE SAENZ PEÑA N°890;SAN MIGUEL DE TUCUMAN;TUCUMAN;CUYO;21;Gas Oil Grado 3;3;Nocturno;114300;2/3/2024 00:00;2;YPF;-26,844789;-65,19991;"{""type"":""Point"",""coordinates"":[-65.19991,-26.844789]}"
1/3/2024;7727;30-70741970-5;GEOGAS SRL;AV.ROQUE SAENZ PEÑA N°890;SAN MIGUEL DE TUCUMAN;TUCUMAN;CUYO;3;Nafta (premium) de más de 95 Ron;2;Diurno;107400;2/3/2024 00:00;2;YPF;-26,844789;-65,19991;"{""type"":""Point"",""coordinates"":[-65.19991,-26.844789]}"
1/3/2024;7727;30-70741970-5;GEOGAS SRL;AV.ROQUE SAENZ PEÑA N°890;SAN MIGUEL DE TUCUMAN;TUCUMAN;CUYO;3;Nafta (premium) de más de 95 Ron;3;Nocturno;107400;2/3/2024 00:00;2;YPF;-26,844789;-65,19991;"{""type"":""Point"",""coordinates"":[-65.19991,-26.844789]}"
1/3/2024;7727;30-70741970-5;GEOGAS SRL;AV.ROQUE SAENZ PEÑA N°890;SAN MIGUEL DE TUCUMAN;TUCUMAN;CUYO;2;Nafta (súper) entre 92 y 95 Ron;2;Diurno;89200;2/3/2024 00:00;2;YPF;-26,844789;-65,19991;"{""type"":""Point"",""coordinates"":[-65.19991,-26.844789]}"
1/3/2024;7727;30-70741970-5;GEOGAS SRL;AV.ROQUE SAENZ PEÑA N°890;SAN MIGUEL DE TUCUMAN;TUCUMAN;CUYO;2;Nafta (súper) entre 92 y 95 Ron;3;Nocturno;89200;2/3/2024 00:00;2;YPF;-26,844789;-65,19991;"{""type"":""Point"",""coordinates"":[-65.19991,-26.844789]}"
1/3/2024;3158;30-70741970-5;GEOGAS S.R.L.;Jujuy 2450;SAN MIGUEL DE TUCUMAN;TUCUMAN;CUYO;19;Gas Oil Grado 2;2;Diurno;96700;2/3/2024 00:00;2;YPF;-26,861957;-65,219441;"{""type"":""Point"",""coordinates"":[-65.219441,-26.861957]}"
1/3/2024;3158;30-70741970-5;GEOGAS S.R.L.;Jujuy 2450;SAN MIGUEL DE TUCUMAN;TUCUMAN;CUYO;19;Gas Oil Grado 2;3;Nocturno;96700;2/3/2024 00:00;2;YPF;-26,861957;-65,219441;"{""type"":""Point"",""coordinates"":[-65.219441,-26.861957]}"
1/3/2024;3158;30-70741970-5;GEOGAS S.R.L.;Jujuy 2450;SAN MIGUEL DE TUCUMAN;TUCUMAN;CUYO;21;Gas Oil Grado 3;2;Diurno;114300;2/3/2024 00:00;2;YPF;-26,861957;-65,219441;"{""type"":""Point"",""coordinates"":[-65.219441,-26.861957]}"
1/3/2024;3158;30-70741970-5;GEOGAS S.R.L.;Jujuy 2450;SAN MIGUEL DE TUCUMAN;TUCUMAN;CUYO;21;Gas Oil Grado 3;3;Nocturno;114300;2/3/2024 00:00;2;YPF;-26,861957;-65,219441;"{""type"":""Point"",""coordinates"":[-65.219441,-26.861957]}"
1/3/2024;3158;30-70741970-5;GEOGAS S.R.L.;Jujuy 2450;SAN MIGUEL DE TUCUMAN;TUCUMAN;CUYO;3;Nafta (premium) de más de 95 Ron;2;Diurno;107400;2/3/2024 00:00;2;YPF;-26,861957;-65,219441;"{""type"":""Point"",""coordinates"":[-65.219441,-26.861957]}"
1/3/2024;3158;30-70741970-5;GEOGAS S.R.L.;Jujuy 2450;SAN MIGUEL DE TUCUMAN;TUCUMAN;CUYO;3;Nafta (premium) de más de 95 Ron;3;Nocturno;107400;2/3/2024 00:00;2;YPF;-26,861957;-65,219441;"{""type"":""Point"",""coordinates"":[-65.219441,-26.861957]}"
1/3/2024;3158;30-70741970-5;GEOGAS S.R.L.;Jujuy 2450;SAN MIGUEL DE TUCUMAN;TUCUMAN;CUYO;2;Nafta (súper) entre 92 y 95 Ron;2;Diurno;89200;2/3/2024 00:00;2;YPF;-26,861957;-65,219441;"{""type"":""Point"",""coordinates"":[-65.219441,-26.861957]}"
1/3/2024;3158;30-70741970-5;GEOGAS S.R.L.;Jujuy 2450;SAN MIGUEL DE TUCUMAN;TUCUMAN;CUYO;2;Nafta (súper) entre 92 y 95 Ron;3;Nocturno;89200;2/3/2024 00:00;2;YPF;-26,861957;-65,219441;"{""type"":""Point"",""coordinates"":[-65.219441,-26.861957]}"
1/3/2024;10496;30-70799020-8;GEO ROCAL S.R.L;AVENIDA HIPOLITO YRIGOYEN 13304;ADROGUE;BUENOS AIRES;;19;Gas Oil Grado 2;2;Diurno;91990;4/3/2024 14:36;1;BLANCA;-34,8098;-58,4009;"{""type"":""Point"",""coordinates"":[-58.4009,-34.8098]}"
1/3/2024;10496;30-70799020-8;GEO ROCAL S.R.L;AVENIDA HIPOLITO YRIGOYEN 13304;ADROGUE;BUENOS AIRES;;19;Gas Oil Grado 2;3;Nocturno;91990;4/3/2024 14:36;1;BLANCA;-34,8098;-58,4009;"{""type"":""Point"",""coordinates"":[-58.4009,-34.8098]}"
1/2/2024;10496;30-70799020-8;GEO ROCAL S.R.L;AVENIDA HIPOLITO YRIGOYEN 13304;ADROGUE;BUENOS AIRES;;6;GNC;2;Diurno;27990;16/2/2024 12:43;1;BLANCA;-34,8098;-58,4009;"{""type"":""Point"",""coordinates"":[-58.4009,-34.8098]}"
1/2/2024;10496;30-70799020-8;GEO ROCAL S.R.L;AVENIDA HIPOLITO YRIGOYEN 13304;ADROGUE;BUENOS AIRES;;6;GNC;3;Nocturno;27990;16/2/2024 12:43;1;BLANCA;-34,8098;-58,4009;"{""type"":""Point"",""coordinates"":[-58.4009,-34.8098]}"
1/3/2024;10496;30-70799020-8;GEO ROCAL S.R.L;AVENIDA HIPOLITO YRIGOYEN 13304;ADROGUE;BUENOS AIRES;;2;Nafta (súper) entre 92 y 95 Ron;2;Diurno;87990;4/3/2024 14:36;1;BLANCA;-34,8098;-58,4009;"{""type"":""Point"",""coordinates"":[-58.4009,-34.8098]}"
1/3/2024;10496;30-70799020-8;GEO ROCAL S.R.L;AVENIDA HIPOLITO YRIGOYEN 13304;ADROGUE;BUENOS AIRES;;2;Nafta (súper) entre 92 y 95 Ron;3;Nocturno;87990;4/3/2024 14:36;1;BLANCA;-34,8098;-58,4009;"{""type"":""Point"",""coordinates"":[-58.4009,-34.8098]}"
1/3/2024;10352;30-70933947-4;GEOTRANS S.A.;SAN MARTIN 3141;LAS HERAS;MENDOZA;;19;Gas Oil Grado 2;2;Diurno;945;4/3/2024 10:29;6;DAPSA S.A.;-32,833229;-68,833162;"{""type"":""Point"",""coordinates"":[-68.833162,-32.833229]}"
1/3/2024;10352;30-70933947-4;GEOTRANS S.A.;SAN MARTIN 3141;LAS HERAS;MENDOZA;;19;Gas Oil Grado 2;3;Nocturno;945;4/3/2024 10:29;6;DAPSA S.A.;-32,833229;-68,833162;"{""type"":""Point"",""coordinates"":[-68.833162,-32.833229]}"
1/3/2024;10352;30-70933947-4;GEOTRANS S.A.;SAN MARTIN 3141;LAS HERAS;MENDOZA;;21;Gas Oil Grado 3;2;Diurno;1109;4/3/2024 10:30;6;DAPSA S.A.;-32,833229;-68,833162;"{""type"":""Point"",""coordinates"":[-68.833162,-32.833229]}"
1/3/2024;10352;30-70933947-4;GEOTRANS S.A.;SAN MARTIN 3141;LAS HERAS;MENDOZA;;21;Gas Oil Grado 3;3;Nocturno;1109;4/3/2024 10:30;6;DAPSA S.A.;-32,833229;-68,833162;"{""type"":""Point"",""coordinates"":[-68.833162,-32.833229]}"
1/3/2024;10352;30-70933947-4;GEOTRANS S.A.;SAN MARTIN 3141;LAS HERAS;MENDOZA;;6;GNC;2;Diurno;41950;6/3/2024 12:36;6;DAPSA S.A.;-32,833229;-68,833162;"{""type"":""Point"",""coordinates"":[-68.833162,-32.833229]}"
1/3/2024;10352;30-70933947-4;GEOTRANS S.A.;SAN MARTIN 3141;LAS HERAS;MENDOZA;;6;GNC;3;Nocturno;41950;6/3/2024 12:36;6;DAPSA S.A.;-32,833229;-68,833162;"{""type"":""Point"",""coordinates"":[-68.833162,-32.833229]}"
1/3/2024;10352;30-70933947-4;GEOTRANS S.A.;SAN MARTIN 3141;LAS HERAS;MENDOZA;;3;Nafta (premium) de más de 95 Ron;2;Diurno;1046;4/3/2024 10:30;6;DAPSA S.A.;-32,833229;-68,833162;"{""type"":""Point"",""coordinates"":[-68.833162,-32.833229]}"
1/3/2024;10352;30-70933947-4;GEOTRANS S.A.;SAN MARTIN 3141;LAS HERAS;MENDOZA;;3;Nafta (premium) de más de 95 Ron;3;Nocturno;1046;4/3/2024 10:30;6;DAPSA S.A.;-32,833229;-68,833162;"{""type"":""Point"",""coordinates"":[-68.833162,-32.833229]}"
1/3/2024;10352;30-70933947-4;GEOTRANS S.A.;SAN MARTIN 3141;LAS HERAS;MENDOZA;;2;Nafta (súper) entre 92 y 95 Ron;2;Diurno;859;4/3/2024 10:30;6;DAPSA S.A.;-32,833229;-68,833162;"{""type"":""Point"",""coordinates"":[-68.833162,-32.833229]}"
1/3/2024;10352;30-70933947-4;GEOTRANS S.A.;SAN MARTIN 3141;LAS HERAS;MENDOZA;;2;Nafta (súper) entre 92 y 95 Ron;3;Nocturno;859;4/3/2024 10:30;6;DAPSA S.A.;-32,833229;-68,833162;"{""type"":""Point"",""coordinates"":[-68.833162,-32.833229]}"
1/3/2024;5748;30-70853257-2;GERK & CIA SA;EJERCITO DE LOS ANDES Y TREGEA;LA CONSULTA;MENDOZA;CUYO;19;Gas Oil Grado 2;2;Diurno;94500;2/3/2024 00:00;2;YPF;-33,7341;-69,12364;"{""type"":""Point"",""coordinates"":[-69.12364,-33.7341]}"
1/3/2024;5748;30-70853257-2;GERK & CIA SA;EJERCITO DE LOS ANDES Y TREGEA;LA CONSULTA;MENDOZA;CUYO;19;Gas Oil Grado 2;3;Nocturno;94500;2/3/2024 00:00;2;YPF;-33,7341;-69,12364;"{""type"":""Point"",""coordinates"":[-69.12364,-33.7341]}"
1/3/2024;5748;30-70853257-2;GERK & CIA SA;EJERCITO DE LOS ANDES Y TREGEA;LA CONSULTA;MENDOZA;CUYO;21;Gas Oil Grado 3;2;Diurno;110900;2/3/2024 00:00;2;YPF;-33,7341;-69,12364;"{""type"":""Point"",""coordinates"":[-69.12364,-33.7341]}"
1/3/2024;5748;30-70853257-2;GERK & CIA SA;EJERCITO DE LOS ANDES Y TREGEA;LA CONSULTA;MENDOZA;CUYO;21;Gas Oil Grado 3;3;Nocturno;110900;2/3/2024 00:00;2;YPF;-33,7341;-69,12364;"{""type"":""Point"",""coordinates"":[-69.12364,-33.7341]}"
1/3/2024;5748;30-70853257-2;GERK & CIA SA;EJERCITO DE LOS ANDES Y TREGEA;LA CONSULTA;MENDOZA;CUYO;3;Nafta (premium) de más de 95 Ron;2;Diurno;104600;2/3/2024 00:00;2;YPF;-33,7341;-69,12364;"{""type"":""Point"",""coordinates"":[-69.12364,-33.7341]}"
1/3/2024;5748;30-70853257-2;GERK & CIA SA;EJERCITO DE LOS ANDES Y TREGEA;LA CONSULTA;MENDOZA;CUYO;3;Nafta (premium) de más de 95 Ron;3;Nocturno;104600;2/3/2024 00:00;2;YPF;-33,7341;-69,12364;"{""type"":""Point"",""coordinates"":[-69.12364,-33.7341]}"
1/3/2024;5748;30-70853257-2;GERK & CIA SA;EJERCITO DE LOS ANDES Y TREGEA;LA CONSULTA;MENDOZA;CUYO;2;Nafta (súper) entre 92 y 95 Ron;2;Diurno;85900;2/3/2024 00:00;2;YPF;-33,7341;-69,12364;"{""type"":""Point"",""coordinates"":[-69.12364,-33.7341]}"
1/3/2024;5748;30-70853257-2;GERK & CIA SA;EJERCITO DE LOS ANDES Y TREGEA;LA CONSULTA;MENDOZA;CUYO;2;Nafta (súper) entre 92 y 95 Ron;3;Nocturno;85900;2/3/2024 00:00;2;YPF;-33,7341;-69,12364;"{""type"":""Point"",""coordinates"":[-69.12364,-33.7341]}"
1/3/2024;5745;30-70853257-2;GERK & CIA SA;RUTA N° 40 Y CALLE LA ARGENTINA 1;TUNUYAN;MENDOZA;CUYO;19;Gas Oil Grado 2;2;Diurno;94500;2/3/2024 00:00;2;YPF;-33,59083;-69,01605;"{""type"":""Point"",""coordinates"":[-69.01605,-33.59083]}"
1/3/2024;5745;30-70853257-2;GERK & CIA SA;RUTA N° 40 Y CALLE LA ARGENTINA 1;TUNUYAN;MENDOZA;CUYO;19;Gas Oil Grado 2;3;Nocturno;94500;2/3/2024 00:00;2;YPF;-33,59083;-69,01605;"{""type"":""Point"",""coordinates"":[-69.01605,-33.59083]}"
1/3/2024;5745;30-70853257-2;GERK & CIA SA;RUTA N° 40 Y CALLE LA ARGENTINA 1;TUNUYAN;MENDOZA;CUYO;21;Gas Oil Grado 3;2;Diurno;110900;2/3/2024 00:00;2;YPF;-33,59083;-69,01605;"{""type"":""Point"",""coordinates"":[-69.01605,-33.59083]}"
1/3/2024;5745;30-70853257-2;GERK & CIA SA;RUTA N° 40 Y CALLE LA ARGENTINA 1;TUNUYAN;MENDOZA;CUYO;21;Gas Oil Grado 3;3;Nocturno;110900;2/3/2024 00:00;2;YPF;-33,59083;-69,01605;"{""type"":""Point"",""coordinates"":[-69.01605,-33.59083]}"
1/3/2024;5745;30-70853257-2;GERK & CIA SA;RUTA N° 40 Y CALLE LA ARGENTINA 1;TUNUYAN;MENDOZA;CUYO;3;Nafta (premium) de más de 95 Ron;2;Diurno;104600;2/3/2024 00:00;2;YPF;-33,59083;-69,01605;"{""type"":""Point"",""coordinates"":[-69.01605,-33.59083]}"
1/3/2024;5745;30-70853257-2;GERK & CIA SA;RUTA N° 40 Y CALLE LA ARGENTINA 1;TUNUYAN;MENDOZA;CUYO;3;Nafta (premium) de más de 95 Ron;3;Nocturno;104600;2/3/2024 00:00;2;YPF;-33,59083;-69,01605;"{""type"":""Point"",""coordinates"":[-69.01605,-33.59083]}"
1/3/2024;5745;30-70853257-2;GERK & CIA SA;RUTA N° 40 Y CALLE LA ARGENTINA 1;TUNUYAN;MENDOZA;CUYO;2;Nafta (súper) entre 92 y 95 Ron;2;Diurno;85900;2/3/2024 00:00;2;YPF;-33,59083;-69,01605;"{""type"":""Point"",""coordinates"":[-69.01605,-33.59083]}"
1/3/2024;5745;30-70853257-2;GERK & CIA SA;RUTA N° 40 Y CALLE LA ARGENTINA 1;TUNUYAN;MENDOZA;CUYO;2;Nafta (súper) entre 92 y 95 Ron;3;Nocturno;85900;2/3/2024 00:00;2;YPF;-33,59083;-69,01605;"{""type"":""Point"",""coordinates"":[-69.01605,-33.59083]}"
1/3/2024;5747;30-70853257-2;GERK & CIA SA;RUTA NACIONAL 40 KM 104;EUGENIO BUSTOS;MENDOZA;CUYO;19;Gas Oil Grado 2;2;Diurno;94500;2/3/2024 00:00;2;YPF;-33,79226;-69,06507;"{""type"":""Point"",""coordinates"":[-69.06507,-33.79226]}"
1/3/2024;5747;30-70853257-2;GERK & CIA SA;RUTA NACIONAL 40 KM 104;EUGENIO BUSTOS;MENDOZA;CUYO;19;Gas Oil Grado 2;2;Diurno;94500;2/3/2024 00:00;2;YPF;-31,42448;-64,49503;"{""type"":""Point"",""coordinates"":[-64.49503,-31.42448]}"
1/3/2024;5747;30-70853257-2;GERK & CIA SA;RUTA NACIONAL 40 KM 104;EUGENIO BUSTOS;MENDOZA;CUYO;19;Gas Oil Grado 2;3;Nocturno;94500;2/3/2024 00:00;2;YPF;-31,42448;-64,49503;"{""type"":""Point"",""coordinates"":[-64.49503,-31.42448]}"
1/3/2024;5747;30-70853257-2;GERK & CIA SA;RUTA NACIONAL 40 KM 104;EUGENIO BUSTOS;MENDOZA;CUYO;19;Gas Oil Grado 2;3;Nocturno;94500;2/3/2024 00:00;2;YPF;-33,79226;-69,06507;"{""type"":""Point"",""coordinates"":[-69.06507,-33.79226]}"
1/3/2024;5747;30-70853257-2;GERK & CIA SA;RUTA NACIONAL 40 KM 104;EUGENIO BUSTOS;MENDOZA;CUYO;21;Gas Oil Grado 3;2;Diurno;110900;2/3/2024 00:00;2;YPF;-33,79226;-69,06507;"{""type"":""Point"",""coordinates"":[-69.06507,-33.79226]}"
1/3/2024;5747;30-70853257-2;GERK & CIA SA;RUTA NACIONAL 40 KM 104;EUGENIO BUSTOS;MENDOZA;CUYO;21;Gas Oil Grado 3;2;Diurno;110900;2/3/2024 00:00;2;YPF;-31,42448;-64,49503;"{""type"":""Point"",""coordinates"":[-64.49503,-31.42448]}"
1/3/2024;5747;30-70853257-2;GERK & CIA SA;RUTA NACIONAL 40 KM 104;EUGENIO BUSTOS;MENDOZA;CUYO;21;Gas Oil Grado 3;3;Nocturno;110900;2/3/2024 00:00;2;YPF;-31,42448;-64,49503;"{""type"":""Point"",""coordinates"":[-64.49503,-31.42448]}"
1/3/2024;5747;30-70853257-2;GERK & CIA SA;RUTA NACIONAL 40 KM 104;EUGENIO BUSTOS;MENDOZA;CUYO;21;Gas Oil Grado 3;3;Nocturno;110900;2/3/2024 00:00;2;YPF;-33,79226;-69,06507;"{""type"":""Point"",""coordinates"":[-69.06507,-33.79226]}"
1/3/2024;5747;30-70853257-2;GERK & CIA SA;RUTA NACIONAL 40 KM 104;EUGENIO BUSTOS;MENDOZA;CUYO;3;Nafta (premium) de más de 95 Ron;2;Diurno;104600;2/3/2024 00:00;2;YPF;-33,79226;-69,06507;"{""type"":""Point"",""coordinates"":[-69.06507,-33.79226]}"
1/3/2024;5747;30-70853257-2;GERK & CIA SA;RUTA NACIONAL 40 KM 104;EUGENIO BUSTOS;MENDOZA;CUYO;3;Nafta (premium) de más de 95 Ron;2;Diurno;104600;2/3/2024 00:00;2;YPF;-31,42448;-64,49503;"{""type"":""Point"",""coordinates"":[-64.49503,-31.42448]}"
1/3/2024;5747;30-70853257-2;GERK & CIA SA;RUTA NACIONAL 40 KM 104;EUGENIO BUSTOS;MENDOZA;CUYO;3;Nafta (premium) de más de 95 Ron;3;Nocturno;104600;2/3/2024 00:00;2;YPF;-31,42448;-64,49503;"{""type"":""Point"",""coordinates"":[-64.49503,-31.42448]}"
1/3/2024;5747;30-70853257-2;GERK & CIA SA;RUTA NACIONAL 40 KM 104;EUGENIO BUSTOS;MENDOZA;CUYO;3;Nafta (premium) de más de 95 Ron;3;Nocturno;104600;2/3/2024 00:00;2;YPF;-33,79226;-69,06507;"{""type"":""Point"",""coordinates"":[-69.06507,-33.79226]}"
1/3/2024;5747;30-70853257-2;GERK & CIA SA;RUTA NACIONAL 40 KM 104;EUGENIO BUSTOS;MENDOZA;CUYO;2;Nafta (súper) entre 92 y 95 Ron;2;Diurno;85900;2/3/2024 00:00;2;YPF;-31,42448;-64,49503;"{""type"":""Point"",""coordinates"":[-64.49503,-31.42448]}"
1/3/2024;5747;30-70853257-2;GERK & CIA SA;RUTA NACIONAL 40 KM 104;EUGENIO BUSTOS;MENDOZA;CUYO;2;Nafta (súper) entre 92 y 95 Ron;2;Diurno;85900;2/3/2024 00:00;2;YPF;-33,79226;-69,06507;"{""type"":""Point"",""coordinates"":[-69.06507,-33.79226]}"
1/3/2024;5747;30-70853257-2;GERK & CIA SA;RUTA NACIONAL 40 KM 104;EUGENIO BUSTOS;MENDOZA;CUYO;2;Nafta (súper) entre 92 y 95 Ron;3;Nocturno;85900;2/3/2024 00:00;2;YPF;-31,42448;-64,49503;"{""type"":""Point"",""coordinates"":[-64.49503,-31.42448]}"
1/3/2024;5747;30-70853257-2;GERK & CIA SA;RUTA NACIONAL 40 KM 104;EUGENIO BUSTOS;MENDOZA;CUYO;2;Nafta (súper) entre 92 y 95 Ron;3;Nocturno;85900;2/3/2024 00:00;2;YPF;-33,79226;-69,06507;"{""type"":""Point"",""coordinates"":[-69.06507,-33.79226]}"
1/3/2024;3361;30-70867729-5;GERVASONI MARCELO C. Y ROJAS JOSE ALFONSO S.H.;CALLE COLECTORA 1038;EL TREBOL;SANTA FE;CENTRO;19;Gas Oil Grado 2;2;Diurno;989;3/3/2024 04:00;28;PUMA;-32,197683;-61,71226;"{""type"":""Point"",""coordinates"":[-61.71226,-32.197683]}"
1/3/2024;3361;30-70867729-5;GERVASONI MARCELO C. Y ROJAS JOSE ALFONSO S.H.;CALLE COLECTORA 1038;EL TREBOL;SANTA FE;CENTRO;19;Gas Oil Grado 2;3;Nocturno;989;3/3/2024 04:00;28;PUMA;-32,197683;-61,71226;"{""type"":""Point"",""coordinates"":[-61.71226,-32.197683]}"
1/3/2024;3361;30-70867729-5;GERVASONI MARCELO C. Y ROJAS JOSE ALFONSO S.H.;CALLE COLECTORA 1038;EL TREBOL;SANTA FE;CENTRO;21;Gas Oil Grado 3;2;Diurno;1155;3/3/2024 04:00;28;PUMA;-32,197683;-61,71226;"{""type"":""Point"",""coordinates"":[-61.71226,-32.197683]}"
1/3/2024;3361;30-70867729-5;GERVASONI MARCELO C. Y ROJAS JOSE ALFONSO S.H.;CALLE COLECTORA 1038;EL TREBOL;SANTA FE;CENTRO;21;Gas Oil Grado 3;3;Nocturno;1155;3/3/2024 04:00;28;PUMA;-32,197683;-61,71226;"{""type"":""Point"",""coordinates"":[-61.71226,-32.197683]}"
1/2/2024;3361;30-70867729-5;GERVASONI MARCELO C. Y ROJAS JOSE ALFONSO S.H.;CALLE COLECTORA 1038;EL TREBOL;SANTA FE;CENTRO;6;GNC;2;Diurno;479;15/2/2024 20:00;28;PUMA;-32,197683;-61,71226;"{""type"":""Point"",""coordinates"":[-61.71226,-32.197683]}"
1/2/2024;3361;30-70867729-5;GERVASONI MARCELO C. Y ROJAS JOSE ALFONSO S.H.;CALLE COLECTORA 1038;EL TREBOL;SANTA FE;CENTRO;6;GNC;3;Nocturno;479;15/2/2024 20:00;28;PUMA;-32,197683;-61,71226;"{""type"":""Point"",""coordinates"":[-61.71226,-32.197683]}"
1/3/2024;3361;30-70867729-5;GERVASONI MARCELO C. Y ROJAS JOSE ALFONSO S.H.;CALLE COLECTORA 1038;EL TREBOL;SANTA FE;CENTRO;3;Nafta (premium) de más de 95 Ron;2;Diurno;1109;3/3/2024 04:00;28;PUMA;-32,197683;-61,71226;"{""type"":""Point"",""coordinates"":[-61.71226,-32.197683]}"
1/3/2024;3361;30-70867729-5;GERVASONI MARCELO C. Y ROJAS JOSE ALFONSO S.H.;CALLE COLECTORA 1038;EL TREBOL;SANTA FE;CENTRO;3;Nafta (premium) de más de 95 Ron;3;Nocturno;1109;3/3/2024 04:00;28;PUMA;-32,197683;-61,71226;"{""type"":""Point"",""coordinates"":[-61.71226,-32.197683]}"
1/3/2024;3361;30-70867729-5;GERVASONI MARCELO C. Y ROJAS JOSE ALFONSO S.H.;CALLE COLECTORA 1038;EL TREBOL;SANTA FE;CENTRO;2;Nafta (súper) entre 92 y 95 Ron;2;Diurno;922;3/3/2024 04:00;28;PUMA;-32,197683;-61,71226;"{""type"":""Point"",""coordinates"":[-61.71226,-32.197683]}"
1/3/2024;3361;30-70867729-5;GERVASONI MARCELO C. Y ROJAS JOSE ALFONSO S.H.;CALLE COLECTORA 1038;EL TREBOL;SANTA FE;CENTRO;2;Nafta (súper) entre 92 y 95 Ron;3;Nocturno;922;3/3/2024 04:00;28;PUMA;-32,197683;-61,71226;"{""type"":""Point"",""coordinates"":[-61.71226,-32.197683]}"
1/3/2024;6849;30-70752960-8;GESAL S.A.;AV CIRCUNVALACION 795;ALEJANDRO ROCA;CORDOBA;CENTRO;19;Gas Oil Grado 2;2;Diurno;98900;2/3/2024 12:49;28;PUMA;-33,34641;-63,72415;"{""type"":""Point"",""coordinates"":[-63.72415,-33.34641]}"
1/3/2024;6849;30-70752960-8;GESAL S.A.;AV CIRCUNVALACION 795;ALEJANDRO ROCA;CORDOBA;CENTRO;19;Gas Oil Grado 2;3;Nocturno;98900;2/3/2024 12:49;28;PUMA;-33,34641;-63,72415;"{""type"":""Point"",""coordinates"":[-63.72415,-33.34641]}"
1/3/2024;6849;30-70752960-8;GESAL S.A.;AV CIRCUNVALACION 795;ALEJANDRO ROCA;CORDOBA;CENTRO;21;Gas Oil Grado 3;2;Diurno;115500;2/3/2024 12:49;28;PUMA;-33,34641;-63,72415;"{""type"":""Point"",""coordinates"":[-63.72415,-33.34641]}"
1/3/2024;6849;30-70752960-8;GESAL S.A.;AV CIRCUNVALACION 795;ALEJANDRO ROCA;CORDOBA;CENTRO;21;Gas Oil Grado 3;3;Nocturno;115500;2/3/2024 12:49;28;PUMA;-33,34641;-63,72415;"{""type"":""Point"",""coordinates"":[-63.72415,-33.34641]}"
1/3/2024;6849;30-70752960-8;GESAL S.A.;AV CIRCUNVALACION 795;ALEJANDRO ROCA;CORDOBA;CENTRO;3;Nafta (premium) de más de 95 Ron;2;Diurno;110900;2/3/2024 12:51;28;PUMA;-33,34641;-63,72415;"{""type"":""Point"",""coordinates"":[-63.72415,-33.34641]}"
1/3/2024;6849;30-70752960-8;GESAL S.A.;AV CIRCUNVALACION 795;ALEJANDRO ROCA;CORDOBA;CENTRO;3;Nafta (premium) de más de 95 Ron;3;Nocturno;110900;2/3/2024 12:51;28;PUMA;-33,34641;-63,72415;"{""type"":""Point"",""coordinates"":[-63.72415,-33.34641]}"
1/3/2024;6849;30-70752960-8;GESAL S.A.;AV CIRCUNVALACION 795;ALEJANDRO ROCA;CORDOBA;CENTRO;2;Nafta (súper) entre 92 y 95 Ron;2;Diurno;92200;2/3/2024 12:49;28;PUMA;-33,34641;-63,72415;"{""type"":""Point"",""coordinates"":[-63.72415,-33.34641]}"
1/3/2024;6849;30-70752960-8;GESAL S.A.;AV CIRCUNVALACION 795;ALEJANDRO ROCA;CORDOBA;CENTRO;2;Nafta (súper) entre 92 y 95 Ron;3;Nocturno;92200;2/3/2024 12:49;28;PUMA;-33,34641;-63,72415;"{""type"":""Point"",""coordinates"":[-63.72415,-33.34641]}"
