churn,tenure_months,monthly_charges,total_services,support_calls_last90d,late_payments_12m,downtime_hrs_6m,contract,internet,payment_method,support_tier,promo_status
0,19.0,81.21,1,3,2,2.9,month-to-month,fiber,bank_transfer,basic,current
0,4.0,71.16,2,1,2,2.38,month-to-month,dsl,electronic_check,plus,past
0,57.3,50.52,1,3,0,1.01,one-year,fiber,credit_card,basic,past
0,26.3,90.92,2,3,0,1.51,month-to-month,fiber,electronic_check,basic,current
0,2.6,116.47,1,3,1,3.18,one-year,dsl,electronic_check,basic,past
0,31.9,114.47,3,1,1,3.58,two-year,fiber,electronic_check,premium,current
1,33.2,55.06,2,3,0,3.5,month-to-month,fiber,electronic_check,basic,current
0,5.2,31.33,1,4,1,0.05,one-year,none,bank_transfer,basic,past
0,0.8,76.92,2,0,2,4.58,month-to-month,fiber,bank_transfer,plus,past
0,1.1,109.9,1,3,2,3.47,month-to-month,dsl,credit_card,plus,current
1,11.9,55.42,1,1,1,2.7,month-to-month,dsl,bank_transfer,basic,past
1,72.0,74.04,3,4,1,2.81,month-to-month,fiber,electronic_check,basic,never
0,2.3,80.59,2,5,1,2.52,two-year,dsl,bank_transfer,basic,never
0,6.6,24.59,2,2,2,2.7,month-to-month,fiber,electronic_check,basic,never
0,11.0,65.85,3,2,2,1.17,one-year,dsl,electronic_check,basic,past
0,3.5,93.26,3,5,0,2.3,one-year,fiber,electronic_check,plus,current
0,41.3,58.22,1,3,0,3.69,month-to-month,dsl,bank_transfer,premium,never
0,11.6,61.86,2,0,0,1.83,month-to-month,dsl,electronic_check,plus,never
0,33.1,49.0,3,6,0,1.15,month-to-month,fiber,credit_card,basic,never
0,40.9,59.87,2,1,1,1.86,two-year,fiber,bank_transfer,plus,current
0,5.7,40.24,0,3,0,1.24,month-to-month,none,electronic_check,plus,never
0,5.2,64.01,1,0,0,0.64,one-year,dsl,credit_card,plus,never
0,4.5,78.86,2,2,0,1.44,month-to-month,none,bank_transfer,basic,current
0,11.8,108.07,2,4,1,0.0,one-year,dsl,credit_card,basic,never
0,11.9,78.98,2,2,0,0.57,month-to-month,dsl,bank_transfer,basic,never
0,41.2,108.53,2,2,1,1.52,one-year,none,credit_card,basic,current
0,16.8,79.13,1,4,1,0.6,two-year,fiber,bank_transfer,basic,never
0,22.8,72.29,3,7,0,2.34,one-year,fiber,electronic_check,basic,current
0,32.0,11.85,1,2,1,1.66,month-to-month,none,electronic_check,plus,never
0,1.0,82.45,2,0,0,3.1,month-to-month,fiber,credit_card,plus,never
0,8.4,65.1,2,1,1,1.85,month-to-month,dsl,credit_card,premium,never
0,34.4,38.94,1,3,1,4.68,one-year,none,electronic_check,basic,past
0,31.2,83.45,1,1,0,1.89,one-year,dsl,electronic_check,basic,current
0,11.6,76.75,4,1,0,0.65,month-to-month,dsl,electronic_check,basic,never
1,13.4,82.51,3,1,1,3.11,month-to-month,dsl,electronic_check,basic,past
0,15.6,93.82,2,3,0,0.84,month-to-month,dsl,electronic_check,basic,never
0,12.1,75.93,3,7,0,0.16,one-year,dsl,electronic_check,basic,never
0,7.6,87.49,2,2,1,1.08,two-year,dsl,electronic_check,basic,past
0,39.4,104.8,1,2,0,1.66,month-to-month,none,electronic_check,plus,never
0,23.8,80.41,0,3,0,0.77,two-year,none,bank_transfer,plus,past
0,8.3,86.99,2,1,0,2.7,month-to-month,fiber,electronic_check,basic,past
0,14.3,62.73,0,2,1,1.74,month-to-month,none,bank_transfer,basic,never
0,4.6,37.51,3,2,0,3.98,month-to-month,dsl,electronic_check,plus,never
0,34.7,78.33,1,1,0,2.43,month-to-month,dsl,credit_card,premium,past
0,2.1,91.62,1,1,0,2.84,two-year,none,credit_card,basic,past
0,11.2,48.35,2,4,0,2.56,one-year,none,electronic_check,basic,past
0,3.0,69.57,3,1,0,4.23,two-year,dsl,credit_card,premium,current
0,35.7,38.4,2,3,1,3.49,month-to-month,dsl,electronic_check,plus,past
0,8.6,74.9,2,5,0,3.12,one-year,fiber,credit_card,basic,past
0,71.2,44.58,3,1,0,2.54,month-to-month,fiber,electronic_check,premium,past
0,7.1,14.98,2,2,1,2.4,two-year,dsl,electronic_check,plus,past
0,5.9,43.94,1,2,1,2.39,one-year,fiber,electronic_check,basic,past
0,72.0,42.59,2,3,1,3.04,month-to-month,fiber,bank_transfer,basic,never
0,14.9,116.33,3,0,1,2.61,one-year,dsl,electronic_check,plus,current
0,5.5,87.96,2,2,0,3.57,two-year,dsl,electronic_check,plus,never
0,21.3,63.51,2,0,1,1.52,month-to-month,fiber,electronic_check,plus,never
0,18.9,78.0,1,4,0,3.85,month-to-month,dsl,credit_card,basic,past
0,16.3,83.85,3,0,0,2.67,month-to-month,dsl,electronic_check,premium,never
0,17.2,62.63,0,2,0,2.82,month-to-month,none,electronic_check,basic,past
0,24.7,42.8,3,4,1,2.07,month-to-month,dsl,electronic_check,basic,current
0,0.5,66.27,1,3,0,1.68,month-to-month,fiber,electronic_check,plus,current
0,32.1,79.13,3,1,0,0.85,one-year,fiber,electronic_check,basic,never
1,24.4,100.44,2,3,1,0.0,month-to-month,none,electronic_check,basic,past
0,45.0,10.0,4,2,1,3.51,two-year,dsl,electronic_check,basic,past
0,2.8,11.06,2,2,0,2.04,month-to-month,fiber,credit_card,plus,never
0,3.5,95.41,1,3,0,4.78,month-to-month,dsl,electronic_check,basic,never
0,58.5,26.94,1,3,2,4.18,one-year,fiber,electronic_check,premium,never
0,10.0,77.02,3,2,0,3.32,month-to-month,dsl,electronic_check,plus,past
0,8.8,66.97,1,6,0,0.6,month-to-month,fiber,electronic_check,basic,current
0,51.8,67.17,2,0,0,1.6,month-to-month,dsl,electronic_check,plus,current
1,9.3,49.74,2,2,0,4.18,month-to-month,fiber,credit_card,basic,never
0,21.2,124.35,2,1,1,2.7,one-year,fiber,credit_card,premium,never
0,51.5,56.48,2,5,0,3.37,month-to-month,fiber,electronic_check,basic,past
0,4.8,56.0,2,2,2,1.17,two-year,dsl,credit_card,plus,never
1,14.0,41.7,1,0,1,3.68,month-to-month,fiber,electronic_check,plus,past
0,31.2,100.74,1,0,1,1.66,one-year,fiber,bank_transfer,plus,never
0,9.4,56.53,3,3,0,3.68,two-year,fiber,electronic_check,basic,never
0,16.3,24.19,3,3,0,3.52,two-year,fiber,credit_card,premium,past
0,26.7,71.79,4,3,0,0.0,month-to-month,dsl,bank_transfer,basic,current
0,0.8,56.98,3,1,1,2.37,one-year,fiber,electronic_check,basic,current
0,38.0,68.53,1,2,2,0.11,month-to-month,none,bank_transfer,plus,current
0,4.9,103.64,3,0,0,4.25,month-to-month,dsl,electronic_check,premium,past
0,0.2,84.14,0,2,0,2.66,month-to-month,none,electronic_check,basic,past
1,18.4,88.18,2,4,2,4.54,month-to-month,fiber,credit_card,basic,past
0,11.5,71.15,1,1,1,2.63,month-to-month,none,electronic_check,plus,current
0,14.6,71.96,1,2,0,2.2,month-to-month,dsl,bank_transfer,premium,past
0,26.8,58.39,3,0,1,2.66,month-to-month,dsl,electronic_check,plus,never
0,14.3,89.37,1,0,0,3.11,month-to-month,none,credit_card,plus,never
0,18.7,37.71,3,1,0,5.1,month-to-month,fiber,credit_card,basic,current
0,72.0,66.82,1,3,0,0.52,one-year,none,bank_transfer,plus,never
0,45.3,68.82,1,3,0,1.8,month-to-month,dsl,bank_transfer,plus,past
0,12.1,65.49,2,1,2,2.71,month-to-month,fiber,bank_transfer,basic,never
0,8.5,75.23,2,1,1,2.25,month-to-month,fiber,bank_transfer,plus,never
0,2.2,79.13,2,2,0,2.31,month-to-month,dsl,credit_card,premium,current
0,16.1,57.45,1,1,2,1.85,month-to-month,dsl,credit_card,plus,current
0,6.9,42.78,1,3,1,3.56,one-year,fiber,electronic_check,basic,current
0,22.9,89.94,3,1,2,1.77,month-to-month,dsl,electronic_check,premium,never
0,4.4,63.22,2,3,0,3.59,month-to-month,fiber,electronic_check,premium,current
1,18.7,97.46,2,1,0,1.65,one-year,fiber,electronic_check,plus,past
0,15.2,78.42,3,3,1,2.41,one-year,fiber,electronic_check,basic,never
0,32.2,90.73,1,1,0,1.7,month-to-month,none,electronic_check,basic,never
0,4.1,44.54,3,2,0,1.85,one-year,dsl,electronic_check,plus,current
1,72.0,97.33,3,1,0,3.54,month-to-month,dsl,electronic_check,basic,past
0,6.8,86.1,2,0,0,0.0,two-year,dsl,credit_card,plus,past
0,2.3,58.49,1,1,1,2.54,month-to-month,fiber,electronic_check,plus,never
0,16.8,54.71,1,2,0,2.7,month-to-month,fiber,electronic_check,basic,past
0,15.9,54.88,1,2,0,3.45,month-to-month,fiber,electronic_check,plus,never
0,9.7,54.82,2,2,1,0.54,month-to-month,dsl,electronic_check,premium,past
0,17.7,62.89,0,2,0,2.88,one-year,none,credit_card,basic,never
0,48.8,54.3,2,1,0,3.35,two-year,fiber,bank_transfer,basic,never
0,3.5,44.41,2,4,0,2.41,month-to-month,dsl,credit_card,basic,past
1,5.8,129.75,3,2,0,2.79,month-to-month,dsl,credit_card,plus,past
0,40.6,94.25,2,2,2,1.88,month-to-month,dsl,electronic_check,basic,past
0,72.0,43.89,2,2,1,3.23,month-to-month,fiber,electronic_check,basic,never
0,10.9,89.38,1,3,2,2.27,month-to-month,fiber,credit_card,premium,never
0,3.4,59.43,1,3,0,1.73,month-to-month,none,bank_transfer,plus,past
0,13.5,87.72,3,2,1,5.09,month-to-month,fiber,electronic_check,basic,past
0,14.7,85.8,1,3,2,2.82,month-to-month,fiber,electronic_check,basic,never
1,23.3,84.92,3,2,0,2.06,month-to-month,dsl,electronic_check,basic,past
0,21.5,58.35,1,0,1,2.11,month-to-month,dsl,credit_card,premium,never
0,26.6,63.01,2,4,0,1.85,month-to-month,fiber,electronic_check,basic,current
0,10.9,65.79,2,2,0,3.68,month-to-month,fiber,electronic_check,basic,past
0,40.3,17.5,2,3,1,0.65,month-to-month,none,electronic_check,basic,past
0,1.0,90.36,2,0,1,3.89,month-to-month,fiber,bank_transfer,plus,current
0,27.2,66.07,1,1,1,1.05,one-year,dsl,credit_card,basic,never
0,21.4,95.31,2,2,0,1.46,two-year,dsl,electronic_check,premium,past
0,2.1,78.22,2,1,1,1.51,month-to-month,dsl,electronic_check,basic,current
0,23.5,83.35,1,4,1,2.24,two-year,fiber,credit_card,basic,past
0,9.9,42.48,2,1,0,1.92,month-to-month,fiber,electronic_check,basic,never
0,70.4,49.85,2,1,1,3.14,two-year,fiber,bank_transfer,premium,never
0,1.8,53.66,1,1,1,3.4,one-year,dsl,bank_transfer,basic,current
0,0.5,30.49,2,1,1,0.67,month-to-month,fiber,electronic_check,plus,current
0,7.7,58.51,2,3,1,4.48,month-to-month,dsl,electronic_check,basic,never
0,11.6,38.77,1,1,0,0.51,month-to-month,none,bank_transfer,plus,past
0,2.9,35.08,3,0,0,1.21,month-to-month,dsl,electronic_check,plus,never
0,14.7,35.13,3,2,0,3.36,month-to-month,fiber,electronic_check,plus,past
0,6.7,46.55,1,0,0,2.67,one-year,dsl,bank_transfer,plus,never
0,5.0,69.23,2,1,0,2.28,month-to-month,fiber,credit_card,premium,current
1,6.8,74.6,2,0,1,0.6,month-to-month,fiber,electronic_check,plus,past
1,39.1,19.31,1,1,0,2.08,one-year,fiber,electronic_check,plus,never
0,2.9,59.52,3,0,2,0.96,one-year,fiber,credit_card,plus,never
0,7.1,49.88,3,2,0,0.49,one-year,dsl,credit_card,plus,never
0,2.2,51.49,3,3,0,2.96,one-year,fiber,credit_card,premium,past
0,20.2,54.0,2,2,2,2.37,month-to-month,none,electronic_check,basic,never
1,8.5,68.94,2,2,0,2.38,month-to-month,fiber,electronic_check,basic,never
0,7.3,64.89,3,2,2,1.27,month-to-month,fiber,electronic_check,plus,never
0,11.3,57.55,0,1,1,3.57,month-to-month,none,electronic_check,basic,past
0,7.6,60.12,1,3,1,1.14,month-to-month,fiber,credit_card,plus,past
0,8.9,66.31,3,3,1,3.29,month-to-month,fiber,credit_card,basic,current
0,9.5,88.27,2,3,0,3.42,one-year,dsl,credit_card,basic,past
0,19.5,73.75,1,2,1,1.51,two-year,fiber,bank_transfer,basic,never
0,17.2,80.61,2,2,1,0.6,one-year,fiber,electronic_check,basic,never
0,6.6,69.34,2,3,1,2.44,one-year,fiber,credit_card,plus,past
0,0.6,86.88,3,2,0,0.96,month-to-month,dsl,bank_transfer,plus,never
0,60.9,80.11,3,2,0,0.0,month-to-month,dsl,bank_transfer,basic,never
0,52.7,62.13,2,4,1,0.6,one-year,fiber,electronic_check,basic,past
0,8.3,75.61,3,0,1,2.0,month-to-month,dsl,electronic_check,premium,past
0,9.8,73.99,1,2,0,1.83,month-to-month,fiber,bank_transfer,basic,never
0,6.9,105.11,1,2,2,4.77,two-year,dsl,credit_card,basic,past
0,4.0,65.63,1,1,0,1.91,month-to-month,none,electronic_check,basic,never
0,3.1,86.2,2,2,1,2.8,one-year,dsl,credit_card,basic,past
0,1.0,36.96,3,3,1,3.88,month-to-month,fiber,electronic_check,premium,never
0,5.9,47.44,2,1,0,2.22,two-year,fiber,electronic_check,basic,never
0,3.5,57.14,3,1,2,2.62,month-to-month,dsl,bank_transfer,basic,past
0,10.4,117.53,2,2,1,1.13,one-year,dsl,credit_card,plus,past
1,72.0,83.03,1,1,0,2.09,one-year,fiber,credit_card,basic,past
0,2.6,79.14,1,3,0,4.02,one-year,none,credit_card,basic,past
0,9.3,23.88,3,1,0,2.26,month-to-month,fiber,electronic_check,plus,never
0,12.7,36.92,2,2,1,2.32,month-to-month,dsl,electronic_check,basic,past
1,0.3,77.89,3,3,0,4.5,month-to-month,fiber,credit_card,basic,never
1,30.2,134.61,1,3,1,0.6,month-to-month,fiber,electronic_check,basic,past
0,4.9,89.44,1,3,0,2.4,month-to-month,fiber,electronic_check,plus,current
0,2.2,41.85,3,1,1,0.85,month-to-month,dsl,credit_card,basic,past
0,10.8,48.89,2,1,0,0.6,month-to-month,fiber,electronic_check,basic,never
0,7.4,64.71,0,1,2,0.0,two-year,none,electronic_check,basic,past
1,14.3,62.92,3,1,1,4.72,month-to-month,fiber,electronic_check,basic,current
0,1.4,99.23,2,0,0,3.59,month-to-month,dsl,credit_card,premium,current
0,3.9,64.96,2,1,0,2.23,month-to-month,fiber,electronic_check,basic,past
0,58.2,39.95,0,3,0,3.94,two-year,none,credit_card,plus,past
0,51.6,83.6,3,2,2,1.17,two-year,dsl,electronic_check,basic,current
0,8.0,97.18,2,4,0,0.6,month-to-month,fiber,electronic_check,plus,never
0,9.0,83.02,1,1,1,4.52,one-year,fiber,bank_transfer,plus,past
0,5.8,84.01,2,2,0,1.08,one-year,dsl,bank_transfer,plus,past
0,0.4,66.64,1,0,0,3.93,month-to-month,fiber,electronic_check,premium,past
0,1.1,82.1,1,2,0,2.77,month-to-month,fiber,electronic_check,premium,current
1,12.5,40.65,2,3,0,0.76,month-to-month,fiber,bank_transfer,basic,past
0,3.4,25.22,1,2,0,2.23,month-to-month,none,bank_transfer,basic,never
1,1.1,116.49,4,1,2,2.29,month-to-month,fiber,credit_card,plus,never
0,8.0,66.72,2,0,1,0.0,one-year,dsl,electronic_check,plus,past
0,4.4,83.0,2,3,1,0.79,month-to-month,dsl,credit_card,basic,never
0,71.3,53.54,2,2,0,3.17,month-to-month,dsl,bank_transfer,basic,never
0,5.4,120.92,3,2,1,3.5,two-year,dsl,credit_card,basic,never
0,17.1,57.95,2,0,0,0.6,month-to-month,fiber,electronic_check,plus,past
1,18.8,82.3,3,1,3,3.98,month-to-month,fiber,electronic_check,basic,past
0,11.7,45.75,1,1,1,2.33,one-year,fiber,credit_card,basic,never
0,6.8,59.49,3,0,0,2.59,month-to-month,fiber,bank_transfer,premium,past
1,15.8,110.05,2,1,0,4.93,one-year,fiber,electronic_check,basic,never
0,18.9,43.78,3,1,0,0.6,two-year,fiber,credit_card,premium,never
1,22.7,120.28,1,1,1,3.56,month-to-month,fiber,electronic_check,basic,never
0,1.3,97.56,3,3,0,1.52,one-year,dsl,credit_card,plus,never
0,4.2,43.13,3,1,0,3.04,month-to-month,fiber,electronic_check,plus,current
1,37.7,90.5,2,3,0,2.25,month-to-month,none,bank_transfer,basic,never
0,11.4,93.99,2,0,1,0.49,month-to-month,dsl,electronic_check,premium,never
0,11.1,74.27,2,2,1,0.97,month-to-month,dsl,electronic_check,basic,never
0,28.6,96.09,3,0,2,0.69,one-year,dsl,bank_transfer,plus,never
0,13.6,32.72,1,2,0,2.92,month-to-month,fiber,electronic_check,basic,never
0,7.2,63.85,3,5,0,1.99,month-to-month,fiber,bank_transfer,basic,current
1,1.2,46.55,3,4,0,4.36,month-to-month,dsl,electronic_check,basic,past
1,4.1,84.8,1,2,1,1.21,month-to-month,none,credit_card,basic,never
0,11.7,79.92,2,2,1,1.6,month-to-month,dsl,credit_card,plus,never
0,27.8,57.56,2,1,1,0.05,two-year,dsl,bank_transfer,plus,past
0,38.4,55.24,1,3,0,3.89,month-to-month,fiber,electronic_check,basic,past
0,1.1,64.87,1,4,0,2.01,month-to-month,none,electronic_check,basic,past
0,30.1,57.36,1,1,0,0.53,month-to-month,dsl,electronic_check,basic,past
0,12.7,26.27,3,1,0,1.77,month-to-month,fiber,credit_card,plus,never
0,8.0,43.08,1,4,0,3.74,month-to-month,dsl,credit_card,basic,never
0,0.1,79.93,1,1,0,3.53,month-to-month,dsl,bank_transfer,basic,never
0,24.1,64.84,2,0,0,2.68,month-to-month,dsl,bank_transfer,plus,past
0,12.0,87.37,1,3,0,3.66,month-to-month,dsl,bank_transfer,basic,past
0,15.6,61.58,2,4,2,3.5,month-to-month,dsl,electronic_check,premium,never
0,72.0,99.06,2,3,0,0.91,one-year,fiber,electronic_check,basic,past
0,67.9,60.66,2,2,1,3.53,month-to-month,none,bank_transfer,premium,past
0,3.6,65.67,0,2,1,2.43,month-to-month,none,credit_card,plus,never
0,18.4,104.25,3,3,0,2.63,two-year,dsl,bank_transfer,basic,past
0,21.6,44.42,1,2,0,3.29,one-year,dsl,bank_transfer,basic,past
0,25.9,86.85,0,2,0,2.97,month-to-month,none,electronic_check,basic,never
0,5.7,104.06,0,2,0,0.44,one-year,none,electronic_check,basic,current
0,4.1,62.75,2,2,0,3.19,month-to-month,fiber,electronic_check,plus,never
1,4.2,77.9,1,3,1,2.07,month-to-month,fiber,electronic_check,basic,never
0,5.5,80.26,3,1,1,1.82,month-to-month,dsl,credit_card,plus,past
0,25.2,79.86,2,1,1,2.6,month-to-month,fiber,bank_transfer,basic,past
0,27.2,115.53,3,4,1,0.93,one-year,dsl,electronic_check,basic,past
0,20.1,78.36,2,2,0,1.62,month-to-month,fiber,electronic_check,plus,current
0,36.6,93.0,3,3,0,1.55,month-to-month,fiber,bank_transfer,basic,never
0,33.3,55.94,2,4,0,1.59,two-year,dsl,bank_transfer,plus,past
0,4.7,38.75,2,1,0,1.17,month-to-month,none,electronic_check,plus,never
0,22.4,72.66,2,0,0,3.23,month-to-month,fiber,credit_card,premium,never
0,44.9,64.12,3,2,1,0.6,month-to-month,fiber,electronic_check,basic,current
1,7.4,105.24,2,3,1,2.04,two-year,fiber,credit_card,basic,past
0,10.2,85.37,2,2,0,0.36,month-to-month,dsl,bank_transfer,basic,past
0,8.7,72.84,3,4,0,4.73,one-year,fiber,electronic_check,plus,never
0,17.3,90.63,1,0,0,2.01,month-to-month,fiber,electronic_check,plus,current
1,21.7,89.43,3,1,1,1.46,month-to-month,fiber,credit_card,plus,current
1,4.9,99.92,0,2,1,3.63,month-to-month,none,electronic_check,basic,current
1,3.4,86.45,2,2,1,3.81,month-to-month,fiber,electronic_check,basic,current
1,15.9,87.26,2,3,0,3.21,month-to-month,fiber,credit_card,basic,past
0,26.3,120.84,2,2,1,3.96,two-year,fiber,electronic_check,basic,never
0,20.4,79.38,2,1,0,1.98,one-year,fiber,credit_card,basic,never
0,24.5,73.62,3,2,1,2.86,one-year,dsl,electronic_check,basic,never
0,2.3,60.61,2,2,1,2.26,two-year,dsl,bank_transfer,plus,never
0,24.8,10.0,1,1,1,4.28,month-to-month,fiber,credit_card,basic,never
0,31.1,49.97,2,3,0,2.93,month-to-month,fiber,electronic_check,plus,never
0,65.9,66.74,3,1,0,1.84,two-year,fiber,credit_card,premium,past
0,1.3,50.81,2,2,1,1.65,one-year,dsl,credit_card,basic,past
0,7.4,64.34,3,2,0,4.9,month-to-month,fiber,electronic_check,plus,never
0,12.0,69.61,3,2,0,1.33,month-to-month,dsl,electronic_check,premium,never
0,8.1,10.0,2,1,0,1.95,two-year,fiber,electronic_check,basic,never
0,4.3,68.23,1,2,0,3.63,month-to-month,fiber,electronic_check,plus,never
0,13.1,78.99,2,4,1,0.96,month-to-month,none,bank_transfer,plus,past
0,35.6,75.89,1,2,0,0.97,month-to-month,none,credit_card,basic,past
0,17.2,64.87,3,4,2,2.72,one-year,fiber,electronic_check,basic,never
0,26.9,32.44,1,2,0,1.31,one-year,fiber,electronic_check,basic,never
0,1.9,58.99,3,0,0,2.47,month-to-month,fiber,bank_transfer,plus,past
0,61.5,108.84,2,2,1,2.08,month-to-month,dsl,electronic_check,basic,never
0,10.8,94.02,2,0,0,2.67,month-to-month,fiber,electronic_check,plus,past
0,9.6,86.68,2,1,0,0.77,month-to-month,fiber,bank_transfer,plus,current
0,50.8,76.43,3,5,0,3.56,month-to-month,fiber,bank_transfer,basic,current
1,9.2,54.54,2,2,0,2.32,month-to-month,none,bank_transfer,basic,past
0,7.1,113.1,3,2,0,3.14,one-year,fiber,bank_transfer,basic,past
0,2.0,29.41,3,2,1,3.54,month-to-month,fiber,bank_transfer,basic,current
1,16.9,87.63,3,1,0,0.86,month-to-month,dsl,credit_card,basic,past
0,14.1,50.51,1,3,1,2.85,one-year,dsl,electronic_check,basic,past
0,3.9,23.33,2,1,1,0.0,month-to-month,dsl,electronic_check,basic,past
0,72.0,60.18,3,0,0,2.24,one-year,dsl,electronic_check,premium,never
0,2.4,37.71,2,2,1,2.13,one-year,none,electronic_check,plus,current
0,3.4,117.79,1,1,0,2.06,month-to-month,none,credit_card,plus,never
0,2.2,17.14,3,2,2,2.3,month-to-month,fiber,electronic_check,plus,past
0,11.7,44.54,3,3,0,3.28,month-to-month,fiber,electronic_check,premium,never
0,11.2,58.32,3,2,2,4.46,month-to-month,fiber,electronic_check,basic,past
0,13.4,56.6,2,1,0,1.62,month-to-month,fiber,credit_card,plus,past
0,43.5,59.2,3,1,0,2.06,two-year,fiber,electronic_check,basic,current
0,4.2,103.62,2,2,0,3.93,one-year,fiber,electronic_check,plus,never
0,2.2,61.35,2,0,0,2.7,month-to-month,fiber,bank_transfer,plus,current
1,12.8,97.03,2,4,1,2.92,month-to-month,fiber,electronic_check,basic,never
0,68.0,104.26,3,1,1,1.87,two-year,dsl,electronic_check,basic,past
0,32.0,71.22,1,2,0,4.28,one-year,fiber,bank_transfer,basic,past
1,34.7,62.16,3,3,1,1.82,month-to-month,fiber,credit_card,basic,never
0,14.3,80.62,2,3,1,1.36,month-to-month,dsl,credit_card,basic,current
0,11.8,65.44,3,2,2,1.74,one-year,fiber,electronic_check,plus,never
1,2.8,80.9,3,1,0,2.26,one-year,fiber,electronic_check,plus,never
0,3.9,40.99,1,3,1,3.25,one-year,fiber,electronic_check,premium,current
0,5.3,68.35,0,2,0,2.0,two-year,none,bank_transfer,plus,past
0,7.4,78.64,4,1,0,1.46,one-year,dsl,bank_transfer,basic,past
0,1.4,50.88,1,4,0,2.02,two-year,none,credit_card,basic,never
0,28.5,62.6,1,2,0,2.27,month-to-month,none,credit_card,premium,current
0,44.3,60.41,1,0,0,0.1,one-year,dsl,bank_transfer,plus,current
0,51.2,12.69,3,1,1,0.67,month-to-month,dsl,electronic_check,basic,never
0,16.6,83.8,2,1,1,0.0,one-year,dsl,electronic_check,basic,past
0,29.5,111.13,3,2,1,2.96,month-to-month,dsl,bank_transfer,plus,current
1,9.2,92.15,3,1,0,3.47,month-to-month,dsl,bank_transfer,basic,past
0,10.0,100.27,2,1,0,4.33,month-to-month,fiber,electronic_check,basic,never
0,4.7,114.5,2,3,1,1.02,month-to-month,none,electronic_check,basic,never
0,8.3,86.86,2,3,0,2.69,one-year,fiber,bank_transfer,basic,current
0,17.5,37.24,2,1,0,2.1,month-to-month,fiber,bank_transfer,basic,never
0,72.0,104.98,1,3,1,3.48,one-year,none,bank_transfer,basic,current
0,26.8,100.31,4,0,1,1.32,month-to-month,dsl,credit_card,plus,past
0,3.8,77.27,2,2,1,1.26,one-year,fiber,electronic_check,basic,never
0,51.5,58.25,3,3,0,1.77,two-year,fiber,credit_card,basic,past
1,12.1,85.96,1,4,1,2.41,month-to-month,fiber,bank_transfer,basic,never
0,12.2,89.42,2,2,0,1.51,month-to-month,dsl,electronic_check,premium,current
0,5.4,79.65,0,3,0,1.35,two-year,none,electronic_check,plus,never
0,12.2,68.02,2,0,0,2.43,month-to-month,fiber,bank_transfer,premium,never
0,2.3,41.92,1,3,2,4.8,month-to-month,fiber,electronic_check,basic,never
0,16.8,75.93,1,5,1,1.44,month-to-month,fiber,electronic_check,plus,past
0,2.0,44.53,3,3,0,0.87,month-to-month,dsl,electronic_check,basic,past
0,16.3,87.24,1,1,0,0.75,month-to-month,dsl,bank_transfer,basic,never
1,36.3,96.8,2,2,0,1.51,month-to-month,dsl,electronic_check,basic,never
0,18.7,58.52,2,0,0,0.79,one-year,none,bank_transfer,plus,past
0,3.5,72.31,2,1,1,1.84,month-to-month,fiber,bank_transfer,plus,past
0,9.5,61.64,1,2,0,1.47,month-to-month,fiber,credit_card,basic,past
0,1.5,51.27,1,2,1,0.86,two-year,dsl,electronic_check,basic,past
0,26.2,69.08,1,2,0,2.07,one-year,none,credit_card,basic,past
0,9.0,36.88,2,2,1,3.71,month-to-month,fiber,electronic_check,basic,past
0,1.7,49.6,3,4,1,1.46,month-to-month,dsl,bank_transfer,basic,never
1,3.4,92.2,2,1,1,3.17,two-year,fiber,credit_card,basic,past
1,30.4,82.22,1,1,1,2.38,month-to-month,fiber,credit_card,basic,past
1,3.8,64.8,2,4,2,3.41,month-to-month,fiber,credit_card,plus,current
0,21.4,87.44,1,2,0,2.73,month-to-month,fiber,electronic_check,plus,never
0,12.2,93.43,3,1,2,3.36,two-year,fiber,credit_card,basic,current
0,33.5,34.29,2,1,0,4.42,month-to-month,fiber,bank_transfer,basic,current
0,10.5,84.86,2,3,0,4.09,one-year,dsl,electronic_check,basic,current
0,2.5,86.11,0,5,1,2.8,month-to-month,none,bank_transfer,basic,never
0,6.5,121.02,1,1,0,2.13,one-year,fiber,credit_card,basic,past
0,11.2,76.44,2,2,1,0.09,month-to-month,dsl,electronic_check,basic,never
1,0.8,52.54,3,3,0,1.21,month-to-month,fiber,electronic_check,basic,past
0,0.2,76.34,3,2,0,0.0,month-to-month,dsl,credit_card,premium,past
0,17.2,49.24,2,1,1,5.06,month-to-month,fiber,credit_card,basic,current
1,1.5,71.87,1,1,1,3.17,month-to-month,dsl,electronic_check,basic,never
0,22.1,118.0,3,3,1,4.01,month-to-month,fiber,electronic_check,basic,current
0,9.5,65.88,3,2,1,2.27,month-to-month,fiber,electronic_check,basic,never
0,17.7,32.31,2,3,1,3.5,month-to-month,dsl,electronic_check,plus,past
0,49.8,84.3,4,3,1,0.6,one-year,fiber,electronic_check,basic,past
0,9.2,91.89,2,1,0,1.02,two-year,dsl,bank_transfer,plus,never
0,9.8,77.38,3,2,0,3.73,two-year,fiber,credit_card,basic,never
0,14.1,68.52,3,3,0,2.4,month-to-month,dsl,electronic_check,plus,never
0,3.7,103.09,2,1,0,3.36,two-year,fiber,electronic_check,plus,past
0,1.4,82.83,3,0,1,1.62,month-to-month,dsl,electronic_check,plus,past
0,35.0,20.28,2,1,0,3.38,month-to-month,fiber,electronic_check,plus,never
